"trial","word","ink","cond","corr","rt","ID","coat","wordRepeat","inkRepeat","AGCond","LastCond","location"
1,"BLUE","blue","congruent",1,466.977672419,1,"n","n","n","Neu",NA,1
2,"BLUE","blue","congruent",1,433.448002441,1,"n","y","y","Neu","Neu",1
3,"RED","red","congruent",1,697.261553025,1,"n","n","n","Neu","Neu",1
4,"BLUE","red","incongruent",1,567.128898576,1,"n","n","y","Inc","Neu",1
5,"BLUE","blue","congruent",1,380.473461468,1,"n","y","n","Neu","Inc",1
6,"RED","blue","incongruent",1,416.80320492,1,"n","n","y","Inc","Neu",1
7,"XXXX","blue","neutral",0,431.029825471,1,"n","n","y","Neu","Inc",1
8,"BLUE","blue","congruent",1,433.570593828,1,"n","n","y","Neu","Neu",1
11,"RED","red","congruent",1,550.159894628,1,"n","y","n","Neu","Inc",1
13,"XXXX","red","neutral",1,600.833441829,1,"n","y","y","Neu","Neu",1
14,"XXXX","red","neutral",1,580.821585376,1,"n","y","y","Neu","Neu",1
15,"XXXX","blue","neutral",1,433.593429625,1,"n","y","n","Neu","Neu",1
16,"XXXX","blue","neutral",1,464.294781908,1,"n","y","y","Neu","Neu",1
17,"RED","blue","incongruent",1,433.660133742,1,"n","n","y","Inc","Neu",1
18,"RED","red","congruent",1,500.276582083,1,"n","y","n","Neu","Inc",1
19,"XXXX","blue","neutral",1,400.075177429,1,"n","n","n","Neu","Neu",1
20,"BLUE","blue","congruent",1,383.685177891,1,"n","n","y","Neu","Neu",1
21,"BLUE","blue","congruent",1,433.59703524,1,"n","y","y","Neu","Neu",1
22,"BLUE","blue","congruent",1,350.195169682,1,"n","y","y","Neu","Neu",1
24,"RED","red","congruent",1,466.740001226,1,"n","n","y","Neu","Inc",1
25,"RED","red","congruent",1,466.95754095,1,"n","y","y","Neu","Neu",1
26,"RED","blue","incongruent",1,400.30443552,1,"n","y","n","Inc","Neu",1
27,"RED","blue","incongruent",1,534.222401911,1,"n","y","y","Inc","Inc",1
28,"XXXX","blue","neutral",1,733.517380897,1,"n","n","y","Neu","Inc",1
29,"BLUE","red","incongruent",1,516.973661026,1,"n","n","n","Inc","Neu",1
30,"RED","blue","incongruent",1,700.35518473,1,"n","n","n","Inc","Inc",1
31,"XXXX","blue","neutral",1,500.163906021,1,"n","n","y","Neu","Inc",1
32,"BLUE","red","incongruent",1,466.913071694,1,"n","n","n","Inc","Neu",1
33,"XXXX","red","neutral",1,416.867505526,1,"n","n","y","Neu","Inc",1
34,"XXXX","red","neutral",1,466.949127847,1,"n","y","y","Neu","Neu",1
35,"RED","red","congruent",1,400.239834562,1,"n","n","y","Neu","Neu",1
36,"BLUE","red","incongruent",1,434.283307055,1,"n","n","y","Inc","Neu",1
37,"XXXX","red","neutral",1,449.966302374,1,"n","n","y","Neu","Inc",1
38,"XXXX","red","neutral",1,450.325062731,1,"n","y","y","Neu","Neu",1
39,"XXXX","blue","neutral",1,367.170784157,1,"n","y","n","Neu","Neu",1
40,"RED","blue","incongruent",1,483.610751573,1,"n","n","y","Inc","Neu",1
41,"BLUE","blue","congruent",1,400.281299371,1,"n","n","y","Neu","Inc",1
42,"BLUE","blue","congruent",1,483.510394813,1,"n","y","y","Neu","Neu",1
43,"XXXX","red","neutral",1,466.842160793,1,"n","n","n","Neu","Neu",1
44,"RED","red","congruent",1,400.199872209,1,"n","n","y","Neu","Neu",1
45,"XXXX","blue","neutral",1,366.944530746,1,"n","n","n","Neu","Neu",1
46,"RED","red","congruent",1,400.197167881,1,"n","n","n","Neu","Neu",1
47,"XXXX","blue","neutral",1,383.90632323,1,"n","n","n","Neu","Neu",1
48,"BLUE","blue","congruent",1,633.386285976,1,"n","n","y","Neu","Neu",1
49,"XXXX","blue","neutral",1,497.501747916,1,"n","n","y","Neu","Neu",1
50,"RED","red","congruent",1,450.284198858,1,"n","n","n","Neu","Neu",1
51,"XXXX","red","neutral",1,550.030993298,1,"n","n","y","Neu","Neu",1
52,"RED","blue","incongruent",1,364.041997353,1,"n","n","n","Inc","Neu",1
53,"BLUE","blue","congruent",1,616.958727827,1,"n","n","y","Neu","Inc",1
54,"XXXX","blue","neutral",1,500.281690154,1,"n","n","y","Neu","Neu",1
55,"XXXX","blue","neutral",1,533.780411817,1,"n","y","y","Neu","Neu",1
56,"BLUE","blue","congruent",1,417.036068626,1,"n","n","y","Neu","Neu",1
57,"XXXX","red","neutral",1,366.685526213,1,"n","n","n","Neu","Neu",1
58,"RED","blue","incongruent",1,383.738060482,1,"n","n","n","Inc","Neu",1
59,"RED","blue","incongruent",1,450.289907865,1,"n","y","y","Inc","Inc",1
60,"XXXX","blue","neutral",0,399.642802076,1,"n","n","y","Neu","Inc",1
61,"RED","red","congruent",1,550.24913419,1,"n","n","n","Neu","Neu",1
62,"XXXX","red","neutral",1,500.249239383,1,"n","n","y","Neu","Neu",1
63,"BLUE","blue","congruent",1,550.278279465,1,"n","n","n","Neu","Neu",1
64,"BLUE","blue","congruent",1,497.570555424,1,"n","y","y","Neu","Neu",1
65,"XXXX","blue","neutral",1,350.175639149,1,"n","n","y","Neu","Neu",1
66,"BLUE","red","incongruent",1,533.64369832,1,"n","n","n","Inc","Neu",1
67,"BLUE","red","incongruent",1,480.892405845,1,"n","y","y","Inc","Inc",1
68,"BLUE","blue","congruent",1,316.19526539,1,"n","y","n","Neu","Inc",1
69,"RED","red","congruent",1,333.406147081,1,"n","n","n","Neu","Neu",1
70,"XXXX","blue","neutral",1,483.61646058,1,"n","n","n","Neu","Neu",1
71,"XXXX","red","neutral",1,316.968072439,1,"n","y","n","Neu","Neu",1
72,"BLUE","red","incongruent",1,383.686980698,1,"n","n","y","Inc","Neu",1
73,"BLUE","red","incongruent",1,466.902855551,1,"n","y","y","Inc","Inc",1
74,"BLUE","red","incongruent",1,447.683336679,1,"n","y","y","Inc","Inc",1
75,"RED","blue","incongruent",1,433.593129274,1,"n","n","n","Inc","Inc",1
76,"RED","red","congruent",1,433.673354564,1,"n","y","n","Neu","Inc",1
77,"RED","blue","incongruent",1,533.581801457,1,"n","y","n","Inc","Neu",1
78,"BLUE","blue","congruent",1,467.03235805,1,"n","n","y","Neu","Inc",1
79,"RED","blue","incongruent",1,383.159056073,1,"n","n","y","Inc","Neu",1
80,"BLUE","red","incongruent",1,600.284183864,1,"n","n","n","Inc","Inc",1
81,"BLUE","red","incongruent",1,400.238031754,1,"n","y","y","Inc","Inc",1
82,"BLUE","red","incongruent",1,383.676163852,1,"n","y","y","Inc","Inc",1
83,"RED","blue","incongruent",1,350.276897429,1,"n","n","n","Inc","Inc",1
84,"XXXX","blue","neutral",1,450.292912545,1,"n","n","y","Neu","Inc",1
85,"XXXX","blue","neutral",1,366.973375669,1,"n","y","y","Neu","Neu",1
86,"XXXX","red","neutral",1,433.722931892,1,"n","y","n","Neu","Neu",1
87,"BLUE","blue","congruent",1,400.236228947,1,"n","n","n","Neu","Neu",1
88,"RED","red","congruent",1,350.154906744,1,"n","n","n","Neu","Neu",1
89,"RED","red","congruent",1,400.128360372,1,"n","y","y","Neu","Neu",1
90,"RED","blue","incongruent",1,316.851790762,1,"n","y","n","Inc","Neu",1
91,"XXXX","red","neutral",1,333.622484934,1,"n","n","n","Neu","Inc",1
92,"XXXX","red","neutral",1,383.640708402,1,"n","y","y","Neu","Neu",1
93,"BLUE","blue","congruent",1,433.300171513,1,"n","n","n","Neu","Neu",1
94,"XXXX","red","neutral",1,333.611067152,1,"n","n","n","Neu","Neu",1
95,"RED","red","congruent",1,416.77796538,1,"n","n","y","Neu","Neu",1
96,"BLUE","red","incongruent",1,516.951426398,1,"n","n","y","Inc","Neu",1
97,"RED","blue","incongruent",1,383.708914975,1,"n","n","n","Inc","Inc",1
98,"RED","blue","incongruent",1,400.164416758,1,"n","y","y","Inc","Inc",1
99,"BLUE","red","incongruent",1,400.320660789,1,"n","n","n","Inc","Inc",1
100,"RED","blue","incongruent",1,333.553076489,1,"n","n","n","Inc","Inc",1
101,"BLUE","red","incongruent",1,449.996649753,1,"n","n","n","Inc","Inc",1
102,"RED","red","congruent",1,450.237325858,1,"n","n","y","Neu","Inc",1
103,"BLUE","red","incongruent",1,500.278084306,1,"n","n","y","Inc","Neu",1
104,"BLUE","blue","congruent",1,350.230324781,1,"n","y","n","Neu","Inc",1
105,"BLUE","red","incongruent",1,333.560888888,1,"n","y","n","Inc","Neu",1
106,"RED","red","congruent",1,350.164521951,1,"n","n","y","Neu","Inc",1
107,"BLUE","red","incongruent",1,366.835760651,1,"n","n","y","Inc","Neu",1
108,"XXXX","blue","neutral",1,516.906355973,1,"n","n","n","Neu","Inc",1
109,"XXXX","blue","neutral",1,466.964451829,1,"n","y","y","Neu","Neu",1
110,"XXXX","red","neutral",1,383.553872816,1,"n","y","n","Neu","Neu",1
111,"BLUE","blue","congruent",1,350.376653252,1,"n","n","n","Neu","Neu",1
112,"RED","red","congruent",1,316.930814413,1,"n","n","n","Neu","Neu",1
113,"BLUE","blue","congruent",1,333.47315155,1,"n","n","n","Neu","Neu",1
114,"RED","blue","incongruent",1,516.983876936,1,"n","n","y","Inc","Neu",1
115,"BLUE","blue","congruent",1,400.521674659,1,"n","n","y","Neu","Inc",1
116,"XXXX","blue","neutral",1,400.333881378,1,"n","n","y","Neu","Neu",1
117,"XXXX","red","neutral",1,383.498886833,1,"n","y","n","Neu","Neu",1
118,"BLUE","red","incongruent",1,496.897504199,1,"n","n","y","Inc","Neu",1
119,"XXXX","red","neutral",1,383.593234234,1,"n","n","y","Neu","Inc",1
120,"BLUE","blue","congruent",1,433.736452833,1,"n","n","n","Neu","Neu",1
121,"RED","red","congruent",1,417.040876113,1,"n","n","n","Neu","Neu",1
122,"RED","blue","incongruent",1,366.875122301,1,"n","y","n","Inc","Neu",1
123,"RED","blue","incongruent",1,383.567994926,1,"n","y","y","Inc","Inc",1
124,"BLUE","red","incongruent",1,383.338736603,1,"n","n","n","Inc","Inc",1
125,"BLUE","red","incongruent",1,350.226719165,1,"n","y","y","Inc","Inc",1
126,"XXXX","red","neutral",1,333.511912264,1,"n","n","y","Neu","Inc",1
127,"XXXX","blue","neutral",1,333.662146935,1,"n","y","n","Neu","Neu",1
128,"RED","red","congruent",1,366.774164606,1,"n","n","n","Neu","Neu",1
129,"XXXX","red","neutral",1,383.710717782,1,"n","n","y","Neu","Neu",1
130,"XXXX","blue","neutral",1,333.300682483,1,"n","y","n","Neu","Neu",1
131,"BLUE","red","incongruent",1,400.287909666,1,"n","n","n","Inc","Neu",1
132,"XXXX","blue","neutral",1,433.588922489,1,"n","n","n","Neu","Inc",1
133,"XXXX","red","neutral",1,350.266681518,1,"n","y","n","Neu","Neu",1
134,"XXXX","red","neutral",1,400.267177261,1,"n","y","y","Neu","Neu",1
135,"BLUE","blue","congruent",1,347.492148168,1,"n","n","n","Neu","Neu",1
136,"RED","blue","incongruent",1,383.624783484,1,"n","n","y","Inc","Neu",1
137,"XXXX","blue","neutral",1,597.667396767,1,"n","n","y","Neu","Inc",1
138,"BLUE","blue","congruent",1,500.261558685,1,"n","n","y","Neu","Neu",1
139,"RED","blue","incongruent",1,450.206076959,1,"n","n","y","Inc","Neu",1
140,"XXXX","red","neutral",1,466.881221859,1,"n","n","n","Neu","Inc",1
141,"XXXX","red","neutral",1,433.620772325,1,"n","y","y","Neu","Neu",1
142,"BLUE","red","incongruent",1,416.767148534,1,"n","n","y","Inc","Neu",1
143,"RED","red","congruent",1,397.510371404,1,"n","n","y","Neu","Inc",1
144,"XXXX","blue","neutral",1,416.919486597,1,"n","n","n","Neu","Neu",1
145,"RED","blue","incongruent",1,333.579517901,1,"n","n","y","Inc","Neu",1
146,"RED","red","congruent",1,516.925886506,1,"n","y","n","Neu","Inc",1
147,"RED","red","congruent",1,433.620171389,1,"n","y","y","Neu","Neu",1
148,"BLUE","red","incongruent",1,364.299800014,1,"n","n","y","Inc","Neu",1
149,"RED","blue","incongruent",1,350.655188318,1,"n","n","n","Inc","Inc",1
150,"RED","red","congruent",1,330.855162814,1,"n","y","n","Neu","Inc",1
1,"XXXX","blue","neutral",1,466.914874269,10,"n","n","n","Neu",NA,1
2,"XXXX","red","neutral",1,433.57660342,10,"n","y","n","Neu","Neu",1
3,"RED","blue","incongruent",1,433.496978832,10,"n","n","n","Inc","Neu",1
4,"XXXX","red","neutral",1,417.043279856,10,"n","n","n","Neu","Inc",1
5,"XXXX","blue","neutral",1,466.881822795,10,"n","y","n","Neu","Neu",1
6,"XXXX","red","neutral",1,417.099167127,10,"n","y","n","Neu","Neu",1
7,"RED","blue","incongruent",1,500.251943478,10,"n","n","n","Inc","Neu",1
8,"XXXX","blue","neutral",1,700.301400851,10,"n","n","y","Neu","Inc",1
9,"RED","red","congruent",1,467.671155697,10,"n","n","n","Neu","Neu",1
10,"XXXX","blue","neutral",1,583.557658596,10,"n","n","n","Neu","Neu",1
11,"BLUE","blue","congruent",1,600.19855015,10,"n","n","y","Neu","Neu",1
12,"RED","red","congruent",1,433.333523571,10,"n","n","n","Neu","Neu",1
14,"XXXX","blue","neutral",1,600.377629977,10,"n","y","n","Neu","Neu",1
15,"XXXX","blue","neutral",1,569.492991082,10,"n","y","y","Neu","Neu",1
16,"RED","red","congruent",1,516.84115408,10,"n","n","n","Neu","Neu",1
17,"RED","red","congruent",1,533.502477454,10,"n","y","y","Neu","Neu",1
18,"XXXX","red","neutral",1,616.193732945,10,"n","n","y","Neu","Neu",1
19,"RED","red","congruent",1,466.858986998,10,"n","n","y","Neu","Neu",1
20,"RED","red","congruent",1,517.014825484,10,"n","y","y","Neu","Neu",1
21,"RED","red","congruent",1,500.207173638,10,"n","y","y","Neu","Neu",1
22,"XXXX","red","neutral",1,466.928094858,10,"n","n","y","Neu","Neu",1
23,"XXXX","blue","neutral",1,597.664692672,10,"n","y","n","Neu","Neu",1
24,"BLUE","red","incongruent",1,566.921274178,10,"n","n","n","Inc","Neu",1
25,"XXXX","blue","neutral",1,566.660166485,10,"n","n","n","Neu","Inc",1
26,"BLUE","red","incongruent",1,850.351864472,10,"n","n","n","Inc","Neu",1
27,"RED","red","congruent",1,583.052870119,10,"n","n","y","Neu","Inc",1
28,"BLUE","red","incongruent",1,700.585043756,10,"n","n","y","Inc","Neu",1
29,"XXXX","red","neutral",1,450.137569802,10,"n","n","y","Neu","Inc",1
30,"RED","red","congruent",1,364.316325635,10,"n","n","y","Neu","Neu",1
31,"XXXX","red","neutral",1,450.238828082,10,"n","n","y","Neu","Neu",1
32,"XXXX","blue","neutral",1,483.589718817,10,"n","y","n","Neu","Neu",1
33,"BLUE","red","incongruent",1,783.578270813,10,"n","n","n","Inc","Neu",1
34,"BLUE","blue","congruent",1,550.903255818,10,"n","y","n","Neu","Inc",1
35,"XXXX","blue","neutral",1,647.645056713,10,"n","n","y","Neu","Neu",1
37,"XXXX","red","neutral",1,500.01066667,10,"n","n","n","Neu","Neu",1
38,"BLUE","blue","congruent",1,666.818303522,10,"n","n","n","Neu","Neu",1
39,"BLUE","blue","congruent",1,416.891242377,10,"n","y","y","Neu","Neu",1
40,"XXXX","red","neutral",1,447.509965859,10,"n","n","n","Neu","Neu",1
41,"RED","blue","incongruent",1,730.948668672,10,"n","n","n","Inc","Neu",1
42,"XXXX","red","neutral",1,549.485040596,10,"n","n","n","Neu","Inc",1
43,"XXXX","blue","neutral",1,533.492562128,10,"n","y","n","Neu","Neu",1
44,"XXXX","blue","neutral",1,633.361046668,10,"n","y","y","Neu","Neu",1
45,"BLUE","red","incongruent",1,617.0230282,10,"n","n","n","Inc","Neu",1
46,"BLUE","blue","congruent",1,533.585407073,10,"n","y","n","Neu","Inc",1
47,"BLUE","blue","congruent",1,450.275485404,10,"n","y","y","Neu","Neu",1
48,"RED","blue","incongruent",1,583.552851109,10,"n","n","y","Inc","Neu",1
49,"XXXX","red","neutral",1,416.764444206,10,"n","n","n","Neu","Inc",1
50,"BLUE","red","incongruent",1,450.515860692,10,"n","n","y","Inc","Neu",1
51,"RED","red","congruent",1,416.958848014,10,"n","n","y","Neu","Inc",1
52,"XXXX","blue","neutral",1,383.590229554,10,"n","n","n","Neu","Neu",1
53,"RED","blue","incongruent",1,697.551806225,10,"n","n","y","Inc","Neu",1
54,"BLUE","red","incongruent",1,447.93092343,10,"n","n","n","Inc","Inc",1
55,"RED","red","congruent",1,434.351814212,10,"n","n","y","Neu","Inc",1
56,"BLUE","blue","congruent",1,433.384603355,10,"n","n","n","Neu","Neu",1
57,"XXXX","red","neutral",1,450.375541579,10,"n","n","n","Neu","Neu",1
58,"BLUE","blue","congruent",1,433.562180726,10,"n","n","n","Neu","Neu",1
59,"RED","blue","incongruent",1,400.274689076,10,"n","n","y","Inc","Neu",1
60,"RED","blue","incongruent",1,383.351656841,10,"n","y","y","Inc","Inc",1
61,"RED","red","congruent",1,433.482856955,10,"n","y","n","Neu","Inc",1
62,"RED","red","congruent",0,750.258628977,10,"n","y","y","Neu","Neu",1
63,"BLUE","blue","congruent",1,516.850168351,10,"n","n","n","Neu","Neu",1
64,"RED","blue","incongruent",1,533.599829534,10,"n","n","y","Inc","Neu",1
65,"RED","blue","incongruent",1,550.341378199,10,"n","y","y","Inc","Inc",1
66,"BLUE","blue","congruent",1,600.28268164,10,"n","n","y","Neu","Inc",1
67,"RED","red","congruent",1,416.689026402,10,"n","n","n","Neu","Neu",1
68,"RED","blue","incongruent",1,450.440743472,10,"n","y","n","Inc","Neu",1
69,"BLUE","red","incongruent",1,433.740659617,10,"n","n","n","Inc","Inc",1
70,"XXXX","blue","neutral",1,600.273367018,10,"n","n","n","Neu","Inc",1
71,"XXXX","blue","neutral",1,633.647994837,10,"n","y","y","Neu","Neu",1
72,"XXXX","red","neutral",1,449.981025187,10,"n","y","n","Neu","Neu",1
73,"XXXX","red","neutral",1,566.914363531,10,"n","y","y","Neu","Neu",1
74,"XXXX","red","neutral",1,449.61775816,10,"n","y","y","Neu","Neu",1
75,"BLUE","red","incongruent",1,481.239447836,10,"n","n","y","Inc","Neu",1
76,"RED","blue","incongruent",1,416.13676399,10,"n","n","n","Inc","Inc",1
77,"BLUE","red","incongruent",1,716.793860309,10,"n","n","n","Inc","Inc",1
78,"BLUE","red","incongruent",1,866.709413473,10,"n","y","y","Inc","Inc",1
79,"BLUE","blue","congruent",1,383.641910274,10,"n","y","n","Neu","Inc",1
80,"XXXX","blue","neutral",1,514.604460681,10,"n","n","y","Neu","Neu",1
81,"RED","red","congruent",1,433.445598697,10,"n","n","n","Neu","Neu",1
82,"XXXX","red","neutral",1,533.55566063,10,"n","n","y","Neu","Neu",1
83,"BLUE","red","incongruent",1,450.411297614,10,"n","n","y","Inc","Neu",1
84,"BLUE","red","incongruent",1,583.494860679,10,"n","y","y","Inc","Inc",1
85,"BLUE","red","incongruent",1,517.063200939,10,"n","y","y","Inc","Inc",1
86,"RED","blue","incongruent",1,483.549455879,10,"n","n","n","Inc","Inc",1
87,"RED","red","congruent",1,483.562676702,10,"n","y","n","Neu","Inc",1
88,"XXXX","red","neutral",1,633.598417509,10,"n","n","y","Neu","Neu",1
89,"BLUE","blue","congruent",1,550.832645502,10,"n","n","n","Neu","Neu",1
90,"RED","red","congruent",1,483.163052471,10,"n","n","n","Neu","Neu",1
91,"RED","blue","incongruent",1,800.149753923,10,"n","y","n","Inc","Neu",1
92,"BLUE","blue","congruent",1,633.410323644,10,"n","n","y","Neu","Inc",1
93,"BLUE","red","incongruent",1,814.153125742,10,"n","y","n","Inc","Neu",1
94,"XXXX","red","neutral",1,500.088488217,10,"n","n","y","Neu","Inc",1
95,"RED","blue","incongruent",1,597.686326364,10,"n","n","n","Inc","Neu",1
96,"BLUE","red","incongruent",1,483.419352677,10,"n","n","n","Inc","Inc",1
97,"RED","blue","incongruent",1,700.157175539,10,"n","n","n","Inc","Inc",1
98,"RED","blue","incongruent",1,464.16798397,10,"n","y","y","Inc","Inc",1
99,"RED","blue","incongruent",1,500.192150008,10,"n","y","y","Inc","Inc",1
100,"BLUE","red","incongruent",1,450.227710651,10,"n","n","n","Inc","Inc",1
101,"BLUE","blue","congruent",1,566.914363531,10,"n","y","n","Neu","Inc",1
102,"RED","blue","incongruent",1,516.800891375,10,"n","n","y","Inc","Neu",1
103,"XXXX","blue","neutral",1,464.350669412,10,"n","n","y","Neu","Inc",1
104,"RED","red","congruent",1,383.627487812,10,"n","n","n","Neu","Neu",1
105,"RED","red","congruent",1,833.559837192,10,"n","y","y","Neu","Neu",1
106,"RED","blue","incongruent",1,816.062608035,10,"n","y","n","Inc","Neu",1
107,"BLUE","blue","congruent",1,483.600235311,10,"n","n","y","Neu","Inc",1
108,"BLUE","red","incongruent",1,633.510079235,10,"n","y","n","Inc","Neu",1
109,"BLUE","blue","congruent",1,700.3167246,10,"n","y","n","Neu","Inc",1
110,"XXXX","red","neutral",1,783.552130219,10,"n","n","n","Neu","Neu",1
111,"XXXX","red","neutral",1,500.369727612,10,"n","y","y","Neu","Neu",1
112,"XXXX","red","neutral",1,516.94962359,10,"n","y","y","Neu","Neu",1
113,"BLUE","blue","congruent",1,633.1879762,10,"n","n","n","Neu","Neu",1
114,"XXXX","blue","neutral",1,850.322118029,10,"n","n","y","Neu","Neu",1
115,"XXXX","blue","neutral",1,550.316138892,10,"n","y","y","Neu","Neu",1
116,"XXXX","blue","neutral",1,650.68971226,10,"n","y","y","Neu","Neu",1
117,"RED","blue","incongruent",1,683.317373274,10,"n","n","y","Inc","Neu",1
118,"XXXX","red","neutral",1,567.035452696,10,"n","n","n","Neu","Inc",1
119,"BLUE","blue","congruent",1,616.992680822,10,"n","n","n","Neu","Neu",1
120,"BLUE","blue","congruent",1,467.002911959,10,"n","y","y","Neu","Neu",1
121,"BLUE","red","incongruent",1,467.313296627,10,"n","y","n","Inc","Neu",1
122,"XXXX","blue","neutral",1,584.243630059,10,"n","n","n","Neu","Inc",1
123,"RED","red","congruent",1,550.265359459,10,"n","n","n","Neu","Neu",1
124,"RED","blue","incongruent",1,783.643472707,10,"n","y","n","Inc","Neu",1
125,"RED","red","congruent",1,414.248314453,10,"n","y","n","Neu","Inc",1
126,"BLUE","red","incongruent",1,533.587810816,10,"n","n","y","Inc","Neu",1
127,"BLUE","red","incongruent",1,533.653613646,10,"n","y","y","Inc","Inc",1
128,"BLUE","red","incongruent",1,483.607446542,10,"n","y","y","Inc","Inc",1
129,"RED","blue","incongruent",1,717.119568959,10,"n","n","n","Inc","Inc",1
130,"RED","blue","incongruent",1,900.230670115,10,"n","y","y","Inc","Inc",1
131,"BLUE","red","incongruent",1,500.267567812,10,"n","n","n","Inc","Inc",1
132,"BLUE","blue","congruent",1,583.600024926,10,"n","y","n","Neu","Inc",1
133,"RED","blue","incongruent",1,566.935696872,10,"n","n","y","Inc","Neu",1
134,"RED","blue","incongruent",1,550.212476868,10,"n","y","y","Inc","Inc",1
135,"XXXX","blue","neutral",1,416.948932456,10,"n","n","y","Neu","Inc",1
136,"BLUE","blue","congruent",1,433.251194889,10,"n","n","y","Neu","Neu",1
137,"BLUE","red","incongruent",1,400.133168092,10,"n","y","n","Inc","Neu",1
138,"XXXX","red","neutral",1,514.284160454,10,"n","n","y","Neu","Inc",1
139,"BLUE","red","incongruent",1,466.862292262,10,"n","n","y","Inc","Neu",1
140,"XXXX","red","neutral",1,533.439979888,10,"n","n","y","Neu","Inc",1
141,"RED","red","congruent",1,550.394561142,10,"n","n","y","Neu","Neu",1
142,"BLUE","blue","congruent",1,567.001800053,10,"n","n","n","Neu","Neu",1
143,"XXXX","blue","neutral",1,652.763551334,10,"n","n","y","Neu","Neu",1
144,"RED","red","congruent",1,500.240826048,10,"n","n","n","Neu","Neu",1
145,"XXXX","blue","neutral",1,517.054487253,10,"n","n","n","Neu","Neu",1
146,"RED","red","congruent",1,586.261882447,10,"n","n","n","Neu","Neu",1
147,"BLUE","blue","congruent",1,383.53193854,10,"n","n","n","Neu","Neu",1
148,"XXXX","blue","neutral",1,450.076274108,10,"n","n","y","Neu","Neu",1
149,"BLUE","blue","congruent",1,466.895944905,10,"n","n","y","Neu","Neu",1
150,"RED","red","congruent",1,499.900694704,10,"n","n","n","Neu","Neu",1
2,"RED","red","congruent",1,383.652426768,11,"n","n","y","Neu","Inc",1
3,"BLUE","red","incongruent",1,333.92535802,11,"n","n","y","Inc","Neu",1
4,"XXXX","blue","neutral",1,333.489076467,11,"n","n","n","Neu","Inc",1
5,"RED","blue","incongruent",1,383.619675413,11,"n","n","y","Inc","Neu",1
6,"XXXX","red","neutral",1,350.280202692,11,"n","n","n","Neu","Inc",1
7,"RED","red","congruent",1,383.598642657,11,"n","n","y","Neu","Neu",1
8,"BLUE","blue","congruent",1,383.427976165,11,"n","n","n","Neu","Neu",1
9,"BLUE","blue","congruent",1,350.294925738,11,"n","y","y","Neu","Neu",1
10,"XXXX","blue","neutral",1,383.590530138,11,"n","n","y","Neu","Neu",1
11,"XXXX","red","neutral",1,316.96206308,11,"n","y","n","Neu","Neu",1
12,"XXXX","blue","neutral",1,366.885338211,11,"n","y","n","Neu","Neu",1
13,"BLUE","red","incongruent",1,316.944635939,11,"n","n","n","Inc","Neu",1
14,"RED","blue","incongruent",1,417.019242421,11,"n","n","n","Inc","Inc",1
15,"BLUE","blue","congruent",1,383.47004191,11,"n","n","y","Neu","Inc",1
16,"RED","red","congruent",1,283.582327189,11,"n","n","n","Neu","Neu",1
17,"BLUE","red","incongruent",1,316.823546775,11,"n","n","y","Inc","Neu",1
18,"RED","red","congruent",1,333.876381628,11,"n","n","y","Neu","Inc",1
19,"XXXX","red","neutral",1,433.464828879,11,"n","n","y","Neu","Neu",1
20,"XXXX","red","neutral",1,300.245152786,11,"n","y","y","Neu","Neu",1
21,"XXXX","red","neutral",1,350.165723823,11,"n","y","y","Neu","Neu",1
22,"BLUE","blue","congruent",1,433.517711237,11,"n","n","n","Neu","Neu",1
23,"RED","red","congruent",1,383.69839848,11,"n","n","n","Neu","Neu",1
24,"XXXX","blue","neutral",1,333.533545956,11,"n","n","n","Neu","Neu",1
25,"BLUE","blue","congruent",1,430.928867776,11,"n","n","y","Neu","Neu",1
26,"RED","blue","incongruent",1,333.493583836,11,"n","n","y","Inc","Neu",1
27,"BLUE","red","incongruent",1,333.590635099,11,"n","n","n","Inc","Inc",1
28,"RED","red","congruent",1,316.880635684,11,"n","n","y","Neu","Inc",1
29,"RED","blue","incongruent",1,416.900857352,11,"n","y","n","Inc","Neu",1
30,"XXXX","blue","neutral",1,349.580710055,11,"n","n","y","Neu","Inc",1
31,"BLUE","red","incongruent",1,333.521827823,11,"n","n","n","Inc","Neu",1
32,"RED","red","congruent",1,283.611472696,11,"n","n","y","Neu","Inc",1
33,"RED","blue","incongruent",1,333.483367693,11,"n","y","n","Inc","Neu",1
34,"RED","red","congruent",1,316.700654803,11,"n","y","n","Neu","Inc",1
35,"XXXX","red","neutral",1,400.142783066,11,"n","n","y","Neu","Neu",1
36,"BLUE","blue","congruent",1,263.932836708,11,"n","n","n","Neu","Neu",1
37,"RED","blue","incongruent",1,333.569001406,11,"n","n","y","Inc","Neu",1
38,"BLUE","red","incongruent",1,316.918495111,11,"n","n","n","Inc","Inc",1
39,"BLUE","red","incongruent",1,333.494485123,11,"n","y","y","Inc","Inc",1
40,"RED","blue","incongruent",1,400.559533853,11,"n","n","n","Inc","Inc",1
41,"XXXX","blue","neutral",1,350.050944602,11,"n","n","y","Neu","Inc",1
42,"XXXX","red","neutral",1,416.774059413,11,"n","y","n","Neu","Neu",1
43,"RED","blue","incongruent",1,366.970671341,11,"n","n","n","Inc","Neu",1
44,"BLUE","blue","congruent",1,350.02540471,11,"n","n","y","Neu","Inc",1
45,"RED","red","congruent",1,317.002025433,11,"n","n","n","Neu","Neu",1
46,"XXXX","red","neutral",1,316.864410648,11,"n","n","y","Neu","Neu",1
